iter	RMSE
360	46750.15074
361	46738.50308
362	46723.25953
363	46694.37466
364	46674.07811
365	46660.74785
366	46641.37093
367	46628.57645
368	46608.06097
369	46588.86615
370	46580.57598
371	46572.03803
372	46558.12538
373	46545.60648
374	46530.92447
375	46515.87576
376	46499.13283
377	46487.96882
378	46461.84226
379	46452.17955
380	46437.46474
381	46430.95368
382	46419.50675
383	46406.99405
384	46391.93154
385	46380.26479
386	46365.72655
387	46348.46389
388	46336.38909
389	46325.11234
390	46308.79525
391	46292.75886
392	46282.56328
393	46274.8517
394	46262.80224
395	46254.70702
396	46245.87537
397	46240.26666
398	46229.37961
399	46206.21375
400	46192.59158
401	46169.1375
402	46152.07227
403	46134.89902
404	46119.07691
405	46099.89409
406	46085.97261
407	46064.02729
408	46048.07015
409	46029.77726
410	46018.6486
411	46003.4713
412	45981.15292
413	45962.20321
414	45952.33822
415	45936.26845
416	45924.62357
417	45915.22306
418	45901.3303
419	45890.84999
420	45877.25366
421	45866.68861
422	45858.06298
423	45836.99835
424	45825.99174
425	45819.5328
426	45808.86823
427	45795.9828
428	45787.11996
429	45761.99805
430	45751.82623
431	45742.2772
432	45733.92952
433	45727.72144
434	45714.75684
435	45709.54199
436	45698.65455
437	45683.80344
438	45669.43109
439	45648.92418
440	45633.28872
441	45627.56888
442	45614.12084
443	45602.64502
444	45592.85127
445	45579.20366
446	45566.57275
447	45558.30646
448	45547.64535
449	45540.94714
450	45527.89216
451	45511.87268
452	45503.76619
453	45494.40819
454	45484.52497
455	45468.57061
456	45465.18849
457	45455.07027
458	45447.58689
459	45438.1131
460	45434.47452
461	45420.1372
462	45410.15068
463	45396.14391
464	45380.61467
465	45374.49432
466	45355.97138
467	45347.03959
468	45338.99026
469	45325.59028
470	45317.5766
471	45302.03278
472	45280.87773
473	45275.96651
474	45269.07348
475	45262.35443
476	45242.18863
477	45230.49569
478	45220.1353
479	45207.26394
480	45188.6633
481	45179.47971
482	45166.22383
483	45147.4706
484	45142.65283
485	45137.57889
486	45129.3542
487	45119.7247
488	45108.33882
489	45091.58482
490	45075.32421
491	45064.24364
492	45051.22039
493	45029.76694
494	45019.02944
495	45014.77264
496	45011.82821
497	44989.75268
498	44982.49209
499	44975.96983
500	44969.66979
501	44959.46664
502	44944.67272
503	44930.68782
504	44912.2383
505	44900.83215
506	44888.7184
507	44878.91315
508	44874.14102
509	44869.74509
510	44862.30515
511	44843.24589
512	44832.46133
513	44815.17123
514	44808.37503
515	44797.31072
516	44787.86256
517	44766.21016
518	44761.49841
519	44756.20607
520	44741.63089
521	44731.54438
522	44723.87871
523	44714.19365
524	44706.51965
525	44693.63731
526	44675.05498
527	44665.63589
528	44651.96825
529	44634.51505
530	44624.01616
531	44614.17793
532	44611.42748
533	44594.62734
534	44584.65839
535	44576.22385
536	44563.32046
537	44553.77234
538	44543.59439
539	44539.48241
540	44529.89074
541	44517.86369
542	44504.56238
543	44500.71297
544	44489.15389
545	44481.23528
546	44475.37825
547	44469.7336
548	44461.13047
549	44445.70262
550	44441.19679
551	44428.07726
552	44417.54915
553	44409.24131
554	44398.4869
555	44381.51011
556	44376.93299
557	44360.60771
558	44354.69471
559	44350.4859
560	44334.47246
561	44327.81536
562	44323.89833
563	44307.83097
564	44303.7256
565	44295.12615
566	44286.58288
567	44269.4484
568	44257.7502
569	44246.00869
570	44242.19646
571	44229.044
572	44219.32614
573	44213.73341
574	44205.53502
575	44191.84465
576	44184.63576
577	44174.32445
578	44165.45397
579	44156.71635
580	44144.807
581	44133.93729
582	44122.29056
583	44116.00461
584	44105.14483
585	44096.20538
586	44086.55977
587	44079.59439
588	44067.35742
589	44056.00858
590	44050.30149
591	44035.80497
592	44022.41313
593	44013.65962
594	44004.78097
595	43999.16303
596	43989.24824
597	43979.12887
598	43967.87258
599	43958.71626
600	43955.03452
601	43944.85367
602	43933.64092
603	43918.13241
604	43912.46963
605	43897.14992
606	43884.57393
607	43880.06416
608	43868.89706
609	43859.30899
610	43848.01929
611	43838.29623
612	43832.6194
613	43821.50614
614	43809.00753
615	43803.66764
616	43796.24195
617	43790.15647
618	43784.07191
619	43778.84733
620	43771.00159
621	43758.32467
622	43752.70973
623	43741.06681
624	43720.59478
625	43714.2389
626	43704.50715
627	43696.50471
628	43695.05001
629	43681.74029
630	43677.54269
631	43662.13756
632	43657.43861
633	43646.52954
634	43634.50466
635	43628.03774
636	43616.1223
637	43608.19115
638	43599.56969
639	43592.99464
640	43590.02962
641	43584.66919
642	43580.83413
643	43574.32363
644	43562.20345
645	43553.30999
646	43547.76903
647	43534.79726
648	43527.24826
649	43523.21386
650	43515.46688
651	43502.56281
652	43489.87566
653	43481.21362
654	43466.45365
655	43457.79772
656	43439.84798
657	43431.49438
658	43426.62262
659	43418.06251
660	43413.06113
661	43404.66824
662	43398.76375
663	43390.98858
664	43379.03158
665	43371.99892
666	43358.3152
667	43348.99592
668	43346.36473
669	43337.65312
670	43332.59714
671	43324.80485
672	43307.43961
673	43299.60373
674	43280.46292
675	43276.71618
676	43268.64922
677	43257.56537
678	43248.34117
679	43242.22419
680	43232.39121
681	43221.06909
682	43212.38915
683	43202.09797
684	43191.53128
685	43178.5691
686	43171.668
687	43164.0398
688	43152.40442
689	43143.00186
690	43129.97149
691	43118.54707
692	43105.88241
693	43098.85432
694	43090.86245
695	43080.48978
696	43071.4452
697	43067.48213
698	43056.52093
699	43039.24251
700	43031.50676
701	43023.63392
702	43018.24712
703	43012.3769
704	43005.34465
705	42996.02624
706	42986.47488
707	42972.8818
708	42967.87343
709	42960.32245
710	42945.25039
711	42937.25712
712	42930.98033
713	42923.37889
714	42918.44858
715	42907.03044
716	42900.7358
717	42887.84635
718	42881.49183
719	42863.21493
720	42849.99905
721	42844.20308
722	42830.84448
723	42824.944
724	42815.89664
725	42811.18425
726	42806.89041
727	42800.36632
728	42795.97745
729	42791.20546
730	42783.25488
731	42775.69036
732	42763.4504
733	42752.12488
734	42743.50762
735	42737.44071
736	42734.32576
737	42729.53129
738	42727.05858
739	42721.86899
740	42714.31444
741	42702.95204
742	42698.64916
743	42691.49854
744	42677.68001
745	42663.4827
746	42654.14169
747	42646.66078
748	42641.09653
749	42637.27963
750	42631.43258
751	42613.7916
752	42604.50019
753	42596.83157
754	42593.11173
755	42583.95599
756	42581.37834
757	42571.41782
758	42565.40311
759	42560.60904
760	42556.58852
761	42544.9583
762	42537.48254
763	42531.26642
764	42522.38028
765	42515.72385
766	42508.66655
767	42495.73924
768	42486.58416
769	42481.04764
770	42474.63583
771	42467.54546
772	42460.21132
773	42454.06041
774	42447.23583
775	42440.75201
776	42436.38733
777	42431.01071
778	42425.38488
779	42418.26755
780	42413.85777
781	42407.53386
782	42400.3297
783	42393.3768
784	42384.41111
785	42372.20734
786	42368.35791
787	42361.89297
788	42357.72497
789	42349.37754
790	42346.53262
791	42334.22058
792	42325.21422
793	42314.25705
794	42307.66789
795	42301.61415
796	42296.33478
797	42287.73531
798	42283.07069
799	42277.29399
800	42272.58586
801	42267.26003
802	42258.61704
803	42255.3301
804	42244.75858
805	42238.08857
806	42233.9422
807	42230.65298
808	42214.67424
809	42203.49969
810	42195.64996
811	42192.19258
812	42180.25952
813	42170.02685
814	42161.40376
815	42158.3442
816	42151.82281
817	42138.33234
818	42127.50922
819	42119.53123
820	42112.01326
821	42108.75017
822	42103.61278
823	42099.23798
824	42094.69021
825	42085.01127
826	42081.2675
827	42070.05043
828	42065.72561
829	42059.54094
830	42049.99054
831	42044.0309
832	42037.04653
833	42028.75665
834	42018.39893
835	42013.03883
836	42006.24496
837	42000.42191
838	41991.8777
839	41981.39231
840	41975.50573
841	41969.03435
842	41961.35596
843	41954.43474
844	41947.58409
845	41942.34049
846	41937.40193
847	41930.8955
848	41924.25
849	41918.2773
850	41916.7652
851	41907.69105
852	41902.11955
853	41892.95646
854	41887.44124
855	41879.5307
856	41873.45824
857	41869.37666
858	41860.48799
859	41853.21027
860	41847.37408
861	41842.68981
862	41838.28755
863	41828.03782
864	41820.44393
865	41808.47831
866	41804.09802
867	41800.26269
868	41796.57148
869	41791.82447
870	41788.32717
871	41782.65387
872	41778.62973
873	41774.55353
874	41770.79948
875	41768.07845
876	41761.55717
877	41758.51547
878	41751.68118
879	41748.58548
880	41742.20254
881	41738.24206
882	41733.65979
883	41724.5219
884	41720.01003
885	41711.45374
886	41708.23719
887	41699.60435
888	41686.76197
889	41683.06752
890	41680.8805
891	41677.46479
892	41667.51099
893	41658.21153
894	41648.94338
895	41646.21114
896	41642.44036
897	41638.09357
898	41632.62161
899	41625.84865
900	41620.69357
901	41610.53178
902	41604.35684
903	41601.05027
904	41596.47311
905	41591.04048
906	41586.30534
907	41582.49951
908	41576.01414
909	41570.67014
910	41557.77853
911	41555.25547
912	41544.78655
913	41536.74821
914	41532.1071
915	41529.63501
916	41524.41612
917	41514.89342
918	41510.29253
919	41505.73144
920	41501.67388
921	41497.54782
922	41494.50881
923	41485.00433
924	41479.25671
925	41475.22288
926	41471.20285
927	41468.52468
928	41460.4504
929	41452.04987
930	41447.22453
931	41442.90974
932	41437.17728
933	41429.28351
934	41425.18918
935	41420.07594
936	41416.65708
937	41413.86575
938	41410.10454
939	41403.10447
940	41400.44517
941	41397.30886
942	41393.86371
943	41390.27851
944	41380.68598
945	41372.97021
946	41365.88588
947	41364.47225
948	41362.09688
949	41356.81512
950	41350.11638
951	41344.58828
952	41339.38928
953	41331.93911
954	41328.41095
955	41326.35816
956	41320.06542
957	41315.34301
958	41307.65648
959	41302.90901
960	41298.52814
961	41295.71176
962	41290.02491
963	41287.00931
964	41282.61312
965	41277.17423
966	41272.27451
967	41263.38429
968	41260.29878
969	41252.57321
970	41249.78249
971	41246.12876
972	41237.46218
973	41234.49753
974	41227.2231
975	41222.71548
976	41215.35021
977	41211.34378
978	41202.21403
979	41195.48987
980	41189.33514
981	41186.41972
982	41168.29744
983	41164.47753
984	41157.26009
985	41151.80717
986	41147.26888
987	41145.97476
988	41140.47336
989	41133.92641
990	41121.31943
991	41116.86045
992	41115.80561
993	41114.92035
994	41106.41808
995	41102.20285
996	41094.99258
997	41087.17109
998	41079.1558
999	41066.29276
